"location" "rep" "ibk" "check" "gen" "col" "row" "yield"
"Alliance" "2" "8" "0" "NE16475" "22" "32" 64.9
"Alliance" "2" "8" "0" "NE16512" "22" "33" 30.7
"Alliance" "2" "8" "0" "NE16492" "22" "34" 52
"Alliance" "2" "8" "0" "NE16630" "22" "35" 65.1
"Alliance" "1" "8" "0" "NE16629" "23" "16" 49.1
"Alliance" "1" "8" "0" "NE16477" "23" "17" 56
"Alliance" "1" "8" "0" "NE16456" "23" "18" 45.9
"Alliance" "1" "8" "0" "NE16605" "23" "19" 58.1
"Alliance" "1" "8" "0" "NE16689" "23" "20" 47.4
"Alliance" "1" "8" "1" "Camelot" "23" "21" 53.4
"Alliance" "1" "8" "0" "NE16664" "23" "22" 45.5
"Alliance" "1" "8" "0" "NE16628" "23" "23" 58
"Alliance" "1" "8" "1" "Freeman" "23" "24" 83.1
"Alliance" "1" "8" "0" "NE16576V" "23" "25" 63.4
"Alliance" "2" "8" "0" "NE16645" "23" "26" 55.6
"Alliance" "2" "8" "0" "NE16691" "23" "27" 66.9
"Alliance" "2" "8" "0" "NE16529" "23" "28" 63.3
"Alliance" "2" "8" "0" "NE16595" "23" "29" 80.8
"Alliance" "2" "8" "0" "NE16452" "23" "30" 67.4
"Alliance" "2" "8" "0" "NE16509" "23" "31" 79.3
"Alliance" "2" "8" "1" "Camelot" "23" "32" 74.2
"Alliance" "2" "8" "0" "NE16523" "23" "33" 49.3
"Alliance" "2" "8" "0" "NE16610" "23" "34" 69.6
"Alliance" "2" "8" "0" "NE16533" "23" "35" 72.2
"Alliance" "1" "8" "0" "NE16494" "24" "16" 59.2
"Alliance" "1" "8" "0" "NE16491" "24" "17" 57.7
"Alliance" "1" "8" "0" "NE16493" "24" "18" 51.1
"Alliance" "1" "8" "0" "NE16684" "24" "19" 49.4
"Alliance" "1" "8" "0" "NE16415" "24" "20" 50.9
"Alliance" "1" "8" "0" "NE16554" "24" "21" 51.3
"Alliance" "1" "8" "0" "NE16617" "24" "22" 53
"Alliance" "1" "8" "0" "NE16592" "24" "23" 51
"Alliance" "1" "8" "0" "NE16474" "24" "24" 21.1
"Alliance" "1" "8" "0" "NE16501" "24" "25" 73.6
"Alliance" "2" "8" "0" "NE16589" "24" "26" 73.9
"Alliance" "2" "8" "0" "NE16501" "24" "27" 78
"Alliance" "2" "8" "0" "NE16643" "24" "28" 76.5
"Alliance" "2" "8" "0" "NE16430" "24" "29" 44.6
"Alliance" "2" "8" "0" "NE16429" "24" "30" 75.6
"Alliance" "2" "8" "0" "NE16649" "24" "31" 53.9
"Alliance" "2" "8" "0" "NE16578" "24" "32" 85.1
"Alliance" "2" "8" "0" "NE16644" "24" "33" 58.5
"Alliance" "2" "8" "0" "NE16516" "24" "34" 65.2
"Alliance" "2" "8" "1" "Freeman" "24" "35" 94.5
"Alliance" "1" "9" "0" "NE16641" "25" "16" 64.3
"Alliance" "1" "9" "0" "NE16430" "25" "17" 33.3
"Alliance" "1" "9" "0" "NE16669" "25" "18" 41.7
"Alliance" "1" "9" "0" "NE16563V" "25" "19" 50
"Alliance" "1" "9" "0" "NE16539" "25" "20" 42.4
"Alliance" "1" "9" "0" "NE16442" "25" "21" 46.7
"Alliance" "1" "9" "0" "NE16556" "25" "22" 56.7
"Alliance" "1" "9" "0" "NE16453" "25" "23" 57.4
"Alliance" "1" "9" "0" "NE16479" "25" "24" 67.7
"Alliance" "1" "9" "0" "NE16677" "25" "25" 58.2
"Alliance" "2" "9" "0" "NE16653" "25" "26" 41.6
"Alliance" "2" "9" "0" "NE16549" "25" "27" 75.1
"Alliance" "2" "9" "0" "NE16627" "25" "28" 77
"Alliance" "2" "9" "0" "NE16402" "25" "29" 82.9
"Alliance" "2" "9" "0" "NE16541" "25" "30" 65.8
"Alliance" "2" "9" "0" "NE16436" "25" "31" 67.8
"Alliance" "2" "9" "0" "NE16620" "25" "32" 73.4
"Alliance" "2" "9" "0" "NE16700" "25" "33" 68.4
"Alliance" "2" "9" "0" "NE16693" "25" "34" 56
"Alliance" "2" "9" "0" "NE16628" "25" "35" 56.1
"Alliance" "1" "9" "0" "NE16441" "26" "16" 54.3
"Alliance" "1" "9" "0" "NE16497" "26" "17" 68.9
"Alliance" "1" "9" "0" "NE16582" "26" "18" 54.9
"Alliance" "1" "9" "0" "NE16611" "26" "19" 56.4
"Alliance" "1" "9" "0" "NE16552" "26" "20" 45.1
"Alliance" "1" "9" "0" "NE16409" "26" "21" 50.4
"Alliance" "1" "9" "0" "NE16589" "26" "22" 60.3
"Alliance" "1" "9" "0" "NE16492" "26" "23" 46.2
"Alliance" "1" "9" "0" "NE16631" "26" "24" 54.5
"Alliance" "1" "9" "0" "NE16651" "26" "25" 40.9
"Alliance" "2" "9" "0" "NE16669" "26" "26" 58.7
"Alliance" "2" "9" "0" "NE16690" "26" "27" 72.2
"Alliance" "2" "9" "0" "NE16505" "26" "28" 50.1
"Alliance" "2" "9" "0" "NE16616" "26" "29" 78.2
"Alliance" "2" "9" "0" "NE16688" "26" "30" 72.6
"Alliance" "2" "9" "0" "NE16561" "26" "31" 70
"Alliance" "2" "9" "0" "NE16498" "26" "32" 63.6
"Alliance" "2" "9" "0" "NE16477" "26" "33" 66.7
"Alliance" "2" "9" "0" "NE16528" "26" "34" 67
"Alliance" "2" "9" "0" "NE16582" "26" "35" 59.3
"Alliance" "1" "9" "0" "NE16667" "27" "16" 51.8
"Alliance" "1" "9" "1" "Freeman" "27" "17" 62.7
"Alliance" "1" "9" "0" "NE16577" "27" "18" 39.8
"Alliance" "1" "9" "0" "NE16422" "27" "19" 48.2
"Alliance" "1" "9" "0" "NE16505" "27" "20" 36.2
"Alliance" "1" "9" "1" "GOODSTREAK" "27" "21" 46.7
"Alliance" "1" "9" "0" "NE16419" "27" "22" 44.3
"Alliance" "1" "9" "0" "NE16637" "27" "23" 50.2
"Alliance" "1" "9" "0" "NE16574" "27" "24" 50.8
"Alliance" "1" "9" "1" "Camelot" "27" "25" 64.1
"Alliance" "2" "9" "0" "NE16583" "27" "26" 57.9
"Alliance" "2" "9" "1" "Freeman" "27" "27" 87.6
"Alliance" "2" "9" "0" "NE16606" "27" "28" 82
"Alliance" "2" "9" "0" "NE16497" "27" "29" 68.4
"Alliance" "2" "9" "1" "GOODSTREAK" "27" "30" 55.2
"Alliance" "2" "9" "0" "NE16437" "27" "31" 42.2
"Alliance" "2" "9" "0" "NE16594" "27" "32" 57.4
"Alliance" "2" "9" "0" "NE16568" "27" "33" 48.1
"Alliance" "2" "9" "0" "NE16588" "27" "34" 66.2
"Alliance" "2" "9" "1" "Camelot" "27" "35" 61.7
"Alliance" "1" "10" "0" "NE16486" "28" "16" 58.8
"Alliance" "1" "10" "1" "Camelot" "28" "17" 61
"Alliance" "1" "10" "0" "NE16642" "28" "18" 50
"Alliance" "1" "10" "0" "NE16507" "28" "19" 44.5
"Alliance" "1" "10" "0" "NE16440" "28" "20" 59.3
"Alliance" "1" "10" "0" "NE16672" "28" "21" 57
"Alliance" "1" "10" "0" "NE16587" "28" "22" 56.2
"Alliance" "1" "10" "0" "NE16517" "28" "23" 63.1
"Alliance" "1" "10" "0" "NE16608" "28" "24" 49.6
"Alliance" "1" "10" "0" "NE16435" "28" "25" 46.7
"Alliance" "2" "10" "0" "NE16642" "28" "26" 62.6
"Alliance" "2" "10" "0" "NE16560" "28" "27" 80.7
"Alliance" "2" "10" "0" "NE16680" "28" "28" 76.2
"Alliance" "2" "10" "0" "NE16676" "28" "29" 49.8
"Alliance" "2" "10" "0" "NE16632" "28" "30" 65.6
"Alliance" "2" "10" "0" "NE16442" "28" "31" 59.5
"Alliance" "2" "10" "0" "NE16440" "28" "32" 66.8
"Alliance" "2" "10" "0" "NE16495" "28" "33" 62.3
"Alliance" "2" "10" "0" "NE16427" "28" "34" 58.9
"Alliance" "2" "10" "0" "NE16456" "28" "35" 49
"Alliance" "1" "10" "0" "NE16434" "29" "16" 50
"Alliance" "1" "10" "0" "NE16640" "29" "17" 57.7
"Alliance" "1" "10" "0" "NE16421" "29" "18" 49.2
"Alliance" "1" "10" "0" "NE16673" "29" "19" 44.5
"Alliance" "1" "10" "0" "NE16439" "29" "20" 44
"Alliance" "1" "10" "0" "NE16508" "29" "21" 41.7
"Alliance" "1" "10" "0" "NE16488" "29" "22" 52.9
"Alliance" "1" "10" "0" "NE16593" "29" "23" 67.9
"Alliance" "1" "10" "1" "Freeman" "29" "24" 74.9
"Alliance" "1" "10" "0" "NE16427" "29" "25" 50.3
"Alliance" "2" "10" "0" "NE16681" "29" "26" 65.1
"Alliance" "2" "10" "0" "NE16575" "29" "27" 78.8
"Alliance" "2" "10" "0" "NE16607" "29" "28" 74.4
"Alliance" "2" "10" "1" "Camelot" "29" "29" 71.9
"Alliance" "2" "10" "0" "NE16425" "29" "30" 73.5
"Alliance" "2" "10" "0" "NE16453" "29" "31" 66.3
"Alliance" "2" "10" "0" "NE16491" "29" "32" 57.2
"Alliance" "2" "10" "0" "NE16454" "29" "33" 60
"Alliance" "2" "10" "0" "NE16553" "29" "34" 70.4
"Alliance" "2" "10" "1" "Freeman" "29" "35" 73.7
"Alliance" "1" "10" "0" "NE16571" "30" "16" 67
"Alliance" "1" "10" "0" "NE16620" "30" "17" 57
"Alliance" "1" "10" "0" "NE16585" "30" "18" 37
"Alliance" "1" "10" "0" "NE16416" "30" "19" 46.5
"Alliance" "1" "10" "1" "GOODSTREAK" "30" "20" 44.1
"Alliance" "1" "10" "0" "NE16687" "30" "21" 47.5
"Alliance" "1" "10" "0" "NE16555" "30" "22" 51.5
"Alliance" "1" "10" "0" "NE16425" "30" "23" 60.8
"Alliance" "1" "10" "0" "NE16432" "30" "24" 58.6
"Alliance" "1" "10" "0" "NE16405" "30" "25" 58
"Alliance" "2" "10" "1" "GOODSTREAK" "30" "26" 52.8
"Alliance" "2" "10" "0" "NE16542" "30" "27" 58.8
"Alliance" "2" "10" "0" "NE16480" "30" "28" 70.4
"Alliance" "2" "10" "0" "NE16413" "30" "29" 49.6
"Alliance" "2" "10" "0" "NE16419" "30" "30" 57.7
"Alliance" "2" "10" "0" "NE16624" "30" "31" 71.9
"Alliance" "2" "10" "0" "NE16581" "30" "32" 65.8
"Alliance" "2" "10" "0" "NE16488" "30" "33" 60.8
"Alliance" "2" "10" "0" "NE16546" "30" "34" 79.4
"Alliance" "2" "10" "0" "NE16639" "30" "35" 74.8
